QUERY	SUBJECT	QUERY_LEN(1)	SUBJECT_LEN(1)	ALN_LEN(1)	IDENTITIES(1)	POSITIVES(1)	GAPS(1)	FRAME(1)	QUERY_LEN(2)	SUBJECT_LEN(2)	ALN_LEN(2)	IDENTITIES(2)	POSITIVES(2)	GAPS(2)	FRAME(2)	SCORE(1)	E-VALUE(1)	FRAGMENTS(1)	SCORE(2)	E-VALUE(2)	FRAGMENTS(2)
XLOC_006433	SpisGene10374	574	700	481	427	447	0	+3/+1	700	574	481	408	435	0	-1/-3	958	0.0	2	940	0.0	2
XLOC_006434	SpisGene10373	626	225	129	114	126	0	+1/+1	225	626	150	129	141	0	+3/+3	314	2e-65	4	346	9e-70	5
XLOC_006435	SpisGene10372	731	502	450	344	383	0	+3/+3	502	731	450	344	383	0	+3/+3	795	0.0	3	858	0.0	3
XLOC_006438	SpisGene10366	231	208	144	128	134	0	+2/+3	208	231	144	128	134	0	+3/+2	253	4e-67	1	265	7e-71	1
XLOC_006439	SpisGene10364	932	318	261	244	252	0	+3/+1	318	932	261	244	252	0	+1/+3	598	2e-170	1	598	6e-171	1
XLOC_006440	SpisGene10363	1678	578	503	419	444	0	+1/+2	578	1678	517	427	454	0	+2/+3	1026	0.0	5	1028	0.0	4
XLOC_006441	SpisGene10361	904	357	271	215	236	0	+1/+1	357	904	294	233	256	0	+1/+1	504	1e-129	3	548	2e-137	4
XLOC_006442	SpisGene10359	1163	685	561	479	509	0	+3/+2	685	1163	517	456	481	0	+1/+2	1112	0.0	4	1100	0.0	3
XLOC_006443	SpisGene10358	1035	850	735	663	695	0	+1/+2	850	1035	732	658	691	0	+2/+1	1430	0.0	7	1499	0.0	7
XLOC_006444	SpisGene10357	741	345	336	279	299	0	+3/+2	345	741	336	279	299	0	+2/+3	620	2e-164	3	620	7e-165	3
XLOC_006445	SpisGene10356	330	254	222	168	187	0	+3/+3	254	330	247	185	206	0	+3/+3	375	3e-97	2	409	1e-107	2
XLOC_006446	SpisGene10353	2866	1432	884	686	761	0	-2/+1	1432	2866	938	728	802	0	-3/+1	1641	0.0	11	1677	0.0	13
XLOC_006477	SpisGene24822	1232	1091	996	771	838	0	+2/+1	1091	1232	1076	796	869	0	-1/-2	1731	0.0	16	1787	0.0	16
XLOC_006478	SpisGene15335	1244	220	214	186	192	0	+2/+1	220	1244	214	186	192	0	+1/+2	464	4e-122	2	464	6e-123	2
XLOC_006480	SpisGene15344	669	139	139	96	112	0	+3/+1	139	669	139	96	112	0	+1/+3	254	4e-67	1	229	2e-60	1
XLOC_006481	SpisGene15329	913	294	283	239	254	0	-3/+1	294	913	285	241	259	0	+3/-2	609	4e-154	4	619	9e-158	4
XLOC_006482	SpisGene15330	428	366	312	229	254	0	-2/-3	366	428	299	207	224	0	+3/+1	507	2e-114	6	449	3e-115	4
XLOC_006483	SpisGene15331	2614	268	207	182	196	0	-3/+2	268	2614	235	200	213	0	+2/-3	458	3e-81	8	479	1e-88	8
XLOC_006484	SpisGene15333	1236	1041	902	677	735	0	-1/-1	1041	1236	928	757	823	0	+1/+1	1501	0.0	13	1752	0.0	14
XLOC_006485	SpisGene15334	1193	367	344	322	332	0	+3/+1	367	1193	344	322	332	0	+1/+3	764	0.0	3	764	0.0	3
XLOC_006486	SpisGene15336	1604	631	414	302	345	0	+2/+1	631	1604	400	300	339	0	+1/+2	708	5e-173	5	718	2e-176	5
XLOC_006487	SpisGene15338	1378	584	561	471	510	0	+3/+2	584	1378	559	470	508	0	+2/+3	1126	0.0	3	1084	0.0	3
XLOC_006488	SpisGene15345	752	949	673	558	596	0	+3/+1	949	752	659	548	586	0	+1/+3	1374	0.0	7	1356	0.0	7
XLOC_006489	SpisGene15346	1109	579	434	325	355	0	-2/-2	579	1109	414	306	338	0	-2/-2	791	1e-157	12	751	2e-151	11
XLOC_006497	SpisGene14977	269	212	58	36	45	0	-2/-1	212	269	58	36	45	0	-1/-2	88	3e-17	1	88	2e-17	1
XLOC_006498	SpisGene14978	940	920	130	108	120	0	-3/+1	920	940	130	108	120	0	+1/-3	290	2e-71	2	290	2e-71	2
XLOC_006500	SpisGene14980	1215	1385	820	713	756	0	+1/+1	1385	1215	801	672	704	0	-2/-1	1674	0.0	4	1510	0.0	5
XLOC_006503	SpisGene14979	735	126	125	110	118	0	+3/+1	126	735	125	110	118	0	+1/+3	269	2e-71	1	295	4e-80	1
XLOC_006511	SpisGene17256	462	133	130	109	114	0	-1/-3	133	462	137	108	118	0	+3/+2	259	7e-56	3	275	2e-61	3
XLOC_006513	SpisGene14982	995	1563	932	867	905	0	+2/+2	1563	995	933	865	905	0	+1/+1	2101	0.0	5	2064	0.0	5
XLOC_006514	SpisGene14984	1780	1820	1577	1195	1326	0	+2/+2	1820	1780	1577	1195	1326	0	+2/+2	2912	0.0	17	2912	0.0	17
XLOC_006516	SpisGene14987	670	332	285	264	271	0	+3/+3	332	670	326	298	305	0	+3/+3	683	0.0	3	762	0.0	2
XLOC_006517	SpisGene14988	1783	1202	858	653	725	0	+2/+2	1202	1783	854	653	720	0	+2/+2	1554	0.0	9	1544	0.0	9
XLOC_006519	SpisGene14992	1355	464	159	139	145	0	+2/+1	464	1355	159	139	145	0	+1/+2	337	9e-84	2	337	3e-84	2
XLOC_006524	SpisGene14981	385	136	113	99	105	0	+3/+1	136	385	102	89	94	0	+1/+3	235	1e-61	1	212	4e-55	1
XLOC_006525	SpisGene14983	1027	660	599	527	559	0	+1/+2	660	1027	607	536	565	0	+2/+1	1225	0.0	7	1234	0.0	6
XLOC_006527	SpisGene14986	1073	491	472	387	417	0	+3/+1	491	1073	472	387	417	0	+1/+3	960	0.0	3	960	0.0	3
XLOC_006529	SpisGene14989	1551	495	476	420	448	0	+2/+3	495	1551	468	420	441	0	+1/+3	1026	0.0	5	1024	0.0	5
XLOC_006530	SpisGene14991	1586	1420	1269	1045	1092	0	-2/-3	1420	1586	1308	1099	1182	0	+1/+2	2368	0.0	7	2524	0.0	6
XLOC_006531	SpisGene18488	747	952	634	505	551	0	+2/+3	952	747	636	507	553	0	+3/+2	1255	0.0	3	1200	0.0	3
XLOC_006532	SpisGene14202	1115	629	238	146	191	0	+3/+1	629	1115	239	149	196	0	+1/+3	357	2e-82	3	364	3e-78	4
XLOC_006533	SpisGene19295	1023	233	162	145	151	0	+1/+3	233	1023	162	128	139	0	+3/+1	342	1e-85	2	326	7e-82	2
XLOC_006544	SpisGene12328	711	444	346	335	341	0	+1/+1	444	711	346	335	341	0	+1/+1	816	0.0	2	816	0.0	2
XLOC_006545	SpisGene12330	1507	808	671	478	529	0	+2/+1	808	1507	687	480	547	0	+2/+3	1144	0.0	15	1144	0.0	14
XLOC_006546	SpisGene12335	724	523	393	303	326	0	+3/+1	523	724	346	268	289	0	+3/+2	663	4e-163	5	613	6e-163	5
XLOC_006548	SpisGene12329	848	421	384	360	377	0	+1/+2	421	848	384	360	377	0	+2/+1	882	0.0	2	882	0.0	2
XLOC_006549	SpisGene12331	305	329	227	193	207	0	+3/+1	329	305	230	199	212	0	+1/+3	456	9e-122	2	469	8e-126	2
XLOC_006550	SpisGene12334	1432	1180	1061	944	986	0	+1/+3	1180	1432	1045	940	978	0	+3/+1	2205	0.0	4	2229	0.0	4
XLOC_006557	SpisGene12342	1348	686	602	505	539	0	+3/+3	686	1348	612	508	541	0	+1/+1	1162	0.0	9	1164	0.0	9
XLOC_006559	SpisGene12344	690	963	495	469	484	0	+2/+1	963	690	500	474	489	0	+1/+2	1139	0.0	3	1150	0.0	3
XLOC_006560	SpisGene12345	965	229	236	198	209	0	-3/-1	229	965	235	210	216	0	+2/+1	460	2e-116	3	467	2e-119	3
XLOC_006562	SpisGene12336	614	1084	558	481	507	0	+1/+3	1084	614	521	460	485	0	+3/+1	1048	0.0	4	1060	0.0	6
XLOC_006565	SpisGene12339	1739	756	719	625	653	0	+2/+3	756	1739	700	612	638	0	+3/+2	1444	0.0	7	1413	0.0	6
XLOC_006566	SpisGene12341	846	913	531	460	481	0	+3/+3	913	846	545	494	516	0	+1/+1	1033	0.0	3	1124	0.0	6
XLOC_006567	SpisGene12343	1280	1261	643	586	608	0	+1/+1	1261	1280	669	606	631	0	+3/+3	1414	0.0	4	1468	0.0	5
XLOC_006571	SpisGene12346	950	444	311	252	270	0	+2/+1	444	950	311	252	270	0	+1/+2	631	8e-151	6	631	4e-151	6
XLOC_006572	SpisGene12349	3061	240	241	240	241	0	-2/+1	240	3061	241	240	241	0	+1/-2	569	1e-152	2	556	3e-150	2
XLOC_006594	SpisGene10326	645	397	305	266	281	0	+2/+3	397	645	325	267	283	0	+3/+2	661	2e-171	4	640	8e-171	3
XLOC_006596	SpisGene10328	1308	1193	1063	883	954	0	+3/+3	1193	1308	1060	884	944	0	+3/+3	2267	0.0	10	2143	0.0	10
XLOC_006597	SpisGene10332	1430	323	257	211	232	0	+1/+1	323	1430	244	215	228	0	+3/+3	519	9e-125	4	514	2e-130	3
XLOC_006600	SpisGene10338	1434	1666	1278	1161	1213	0	+2/+1	1666	1434	1271	1153	1205	0	+1/+2	2599	0.0	6	2643	0.0	7
XLOC_006601	SpisGene10341	530	547	130	119	123	0	+2/+1	547	530	130	119	123	0	+1/+2	281	3e-69	2	280	8e-69	2
XLOC_006602	SpisGene10345	1003	716	381	334	358	0	+3/+2	716	1003	383	334	358	0	+3/+1	787	0.0	3	787	0.0	3
XLOC_006603	SpisGene10348	2529	2223	2117	1798	1882	0	+2/+1	2223	2529	2147	1999	2040	0	+1/+2	4023	0.0	11	4559	0.0	12
XLOC_006604	SpisGene10327	2003	188	156	148	152	0	-1/-2	188	2003	156	148	152	0	-2/-1	346	3e-94	1	346	2e-95	1
XLOC_006606	SpisGene1981	1067	899	359	242	286	0	+1/+1	899	1067	370	249	293	0	+1/+1	619	2e-146	5	634	4e-151	5
XLOC_006607	SpisGene10333	918	1337	282	256	269	0	+3/+1	1337	918	305	260	279	0	+3/+2	604	3e-154	4	591	7e-162	2
XLOC_006609	SpisGene10335	896	858	814	696	741	0	+3/+1	858	896	817	698	743	0	+1/+3	1820	0.0	5	1797	0.0	5
XLOC_006610	SpisGene10336	687	842	217	180	195	0	+2/+3	842	687	216	174	188	0	+3/+2	409	1e-98	3	414	8e-100	3
XLOC_006612	SpisGene10337	1216	1124	579	460	502	0	+2/+3	1124	1216	550	443	481	0	+2/+1	1075	0.0	10	1028	0.0	9
XLOC_006614	SpisGene10343	1005	819	699	604	641	0	+1/+3	819	1005	726	604	645	0	-3/-3	1404	0.0	10	1306	0.0	10
XLOC_006616	SpisGene10346	398	302	287	260	267	0	+2/+1	302	398	287	260	267	0	+1/+2	639	0.0	1	639	0.0	1
XLOC_006617	SpisGene10347	1402	778	736	609	667	0	+1/+2	778	1402	712	601	650	0	+2/+1	1491	0.0	6	1460	0.0	6
XLOC_006634	SpisGene2591	1220	2722	577	341	442	0	+1/+1	2722	1220	577	341	442	0	+1/+1	821	0.0	4	821	0.0	4
XLOC_006636	SpisGene10340	615	630	407	349	371	0	+3/+2	630	615	375	308	334	0	-1/-3	792	0.0	3	747	0.0	4
XLOC_006639	SpisGene14089	497	193	192	143	160	0	+3/+1	193	497	192	143	160	0	+1/+3	302	1e-81	1	300	2e-81	1
XLOC_006641	SpisGene19003	1936	901	586	446	508	0	+1/+1	901	1936	568	436	497	0	+1/+1	1096	0.0	5	1090	0.0	6
XLOC_006642	SpisGene23377	680	1020	366	280	314	0	+3/+3	1020	680	366	280	314	0	+3/+3	674	0.0	2	695	0.0	2
XLOC_006643	SpisGene14088	1044	248	226	193	208	0	+2/+1	248	1044	248	179	197	0	-1/-2	430	2e-105	3	404	3e-106	2
XLOC_006644	SpisGene14091	1571	506	394	324	351	0	+2/+1	506	1571	401	325	354	0	+1/+2	741	0.0	4	755	0.0	4
XLOC_006656	SpisGene9026	1331	469	330	265	279	0	-2/-2	469	1331	336	269	280	0	-1/-1	618	2e-123	9	573	3e-122	7
XLOC_006657	SpisGene9025	171	313	146	121	131	0	+1/+3	313	171	146	121	131	0	+3/+1	303	3e-82	1	303	6e-82	1
XLOC_006658	SpisGene9024	560	346	224	140	164	0	+3/+2	346	560	197	126	142	0	+1/+3	325	4e-52	7	287	2e-46	6
XLOC_006660	SpisGene16941	1864	333	335	293	311	0	+3/+1	333	1864	338	282	302	0	+1/+3	704	0.0	3	667	6e-176	3
XLOC_006661	SpisGene16938	163	1371	137	116	125	0	+3/+1	1371	163	137	116	125	0	+1/+3	280	2e-75	1	244	1e-63	1
XLOC_006662	SpisGene16937	947	357	220	137	160	0	+2/+1	357	947	216	135	158	0	+1/+2	325	1e-73	3	323	1e-73	3
XLOC_006664	SpisGene16934	1110	705	445	373	407	0	+2/+3	705	1110	436	371	405	0	+2/+2	861	0.0	6	865	0.0	6
XLOC_006665	SpisGene22625	2378	3832	2285	1732	1924	0	+2/+1	3832	2378	2267	1722	1914	0	+1/+2	4152	0.0	7	4138	0.0	8
XLOC_006671	SpisGene16935	856	302	238	203	214	0	-3/-1	302	856	240	203	214	0	-2/-1	468	6e-124	2	468	3e-124	2
XLOC_006672	SpisGene19297	1329	2001	923	759	819	0	+3/+2	2001	1329	1019	829	897	0	+2/+3	1917	0.0	7	2043	0.0	8
XLOC_006685	SpisGene9155	414	253	234	174	198	0	+2/+3	253	414	241	178	201	0	+1/+3	421	5e-89	6	436	2e-93	6
XLOC_006686	SpisGene9153	986	285	252	213	235	0	+3/+2	285	986	251	211	231	0	+3/+1	530	2e-137	3	521	3e-135	3
XLOC_006687	SpisGene9150	844	398	359	318	333	0	+3/+1	398	844	355	314	329	0	+1/+3	782	0.0	2	774	0.0	2
XLOC_006688	SpisGene9147	245	202	175	145	157	0	+3/+2	202	245	190	158	171	0	+2/+3	368	1e-89	3	399	6e-99	3
XLOC_006689	SpisGene9145	1456	903	732	627	663	0	+1/+2	903	1456	753	565	601	0	-2/-2	1444	0.0	6	1238	0.0	6
XLOC_006692	SpisGene9154	218	236	152	120	131	0	+2/+3	236	218	149	118	129	0	+2/+1	279	6e-69	2	276	5e-68	2
XLOC_006693	SpisGene9152	769	824	267	234	243	0	+2/+2	824	769	267	210	229	0	+2/+2	531	9e-138	3	504	1e-129	3
XLOC_006694	SpisGene9151	791	416	367	300	330	0	+1/+1	416	791	377	309	340	0	+3/+1	744	0.0	4	761	0.0	3
XLOC_006695	SpisGene9146	437	443	378	275	304	0	+3/+2	443	437	383	284	311	0	+3/+3	631	2e-156	5	566	4e-143	4
XLOC_006698	SpisGene9144	967	1055	357	233	269	0	+3/+2	1055	967	427	300	347	0	-3/-1	565	4e-150	10	745	2e-143	12
XLOC_006700	SpisGene9139	541	683	442	415	431	0	+2/+1	683	541	442	415	431	0	+1/+2	996	0.0	1	974	0.0	1
XLOC_006701	SpisGene9143	1292	256	256	217	229	0	+2/+3	256	1292	225	188	198	0	+1/+3	503	7e-131	4	440	2e-122	4
XLOC_006702	SpisGene9142	1187	273	108	90	99	0	+3/+3	273	1187	111	95	103	0	+1/+3	235	1e-40	4	250	3e-40	5
XLOC_006703	SpisGene9140	1228	784	736	615	654	0	+3/+2	784	1228	736	672	698	0	+1/+3	1536	0.0	7	1552	0.0	8
XLOC_006709	SpisGene15041	307	1196	263	223	242	0	+1/+1	1196	307	276	234	255	0	+1/+1	553	2e-142	3	562	2e-151	2
XLOC_006710	SpisGene15040	750	259	261	217	232	0	-2/+1	259	750	262	212	229	0	+2/-3	526	1e-134	3	504	1e-128	3
XLOC_006711	SpisGene15037	236	509	226	186	196	0	+1/+3	509	236	192	178	184	0	+1/+2	452	6e-121	2	441	6e-117	2
XLOC_006712	SpisGene15036	470	458	356	318	328	0	+3/+3	458	470	373	330	343	0	+3/+3	757	0.0	2	788	0.0	2
XLOC_006714	SpisGene15038	694	372	286	194	218	0	+1/+3	372	694	298	202	227	0	+3/+1	461	5e-91	7	445	1e-81	8
XLOC_006715	SpisGene15034	1451	753	725	656	685	0	+2/+1	753	1451	709	637	666	0	+1/+2	1561	0.0	7	1504	0.0	6
XLOC_006716	SpisGene15033	760	658	322	221	252	0	-3/-3	658	760	329	233	258	0	-3/-3	544	1e-108	9	542	3e-102	9
XLOC_006717	SpisGene15032	203	174	156	150	153	0	+1/+1	174	203	156	150	153	0	+1/+1	360	1e-99	1	360	1e-99	1
XLOC_006722	SpisGene20358	1416	700	524	447	479	0	+3/+2	700	1416	524	447	479	0	+2/+3	1045	0.0	3	1081	0.0	3
XLOC_006725	SpisGene6075	508	347	274	174	206	0	+3/+1	347	508	250	165	196	0	+3/+2	438	1e-104	4	426	2e-98	4
XLOC_006726	SpisGene6078	560	288	208	129	158	0	+3/+2	288	560	208	129	158	0	+2/+3	332	2e-70	4	332	7e-71	4
XLOC_006727	SpisGene6079	1597	729	290	191	222	0	+2/+1	729	1597	298	194	225	0	+1/+2	492	2e-109	5	498	2e-111	5
XLOC_006728	SpisGene6083	1400	722	262	190	211	0	+1/+3	722	1400	257	183	203	0	+2/+3	491	4e-109	6	476	3e-105	6
XLOC_006729	SpisGene6084	700	365	256	186	205	0	+3/+3	365	700	268	207	228	0	+1/+1	423	4e-128	2	495	6e-140	1
XLOC_006732	SpisGene20361	1014	889	643	526	566	0	+1/+2	889	1014	695	554	602	0	+1/+3	1239	0.0	7	1321	0.0	9
XLOC_006744	SpisGene6087	1199	290	290	274	284	0	+1/+1	290	1199	290	274	284	0	+1/+1	663	0.0	1	598	7e-171	1
XLOC_006745	SpisGene6086	2100	818	696	583	625	0	+1/+3	818	2100	691	598	646	0	+1/+2	1442	0.0	2	1524	0.0	2
XLOC_006748	SpisGene22497	750	678	403	237	298	0	-1/+1	678	750	369	206	256	0	+2/-2	576	1e-134	6	472	2e-98	7
XLOC_006751	SpisGene21672	716	658	323	166	224	0	+1/+2	658	716	306	160	217	0	+2/+1	432	2e-99	4	424	2e-90	5
XLOC_006752	SpisGene12299	1414	186	171	133	153	0	+3/+3	186	1414	171	133	153	0	+3/+3	332	8e-84	2	330	4e-84	2
XLOC_006753	SpisGene12300	203	1286	196	180	188	0	+1/+2	1286	203	196	180	188	0	+2/+1	438	5e-123	1	438	4e-122	1
XLOC_006756	SpisGene12301	423	910	329	290	306	0	+2/+3	910	423	329	290	306	0	+3/+2	692	0.0	3	665	3e-175	3
XLOC_006767	SpisGene8512	645	473	271	209	232	0	+2/+1	473	645	264	207	229	0	+1/+2	510	3e-129	3	506	3e-128	3
XLOC_006768	SpisGene24866	568	355	296	214	243	0	+1/+1	355	568	273	193	221	0	+1/+1	458	4e-114	3	430	4e-108	3
XLOC_006769	SpisGene8509	404	318	152	121	133	0	+2/+2	318	404	158	122	136	0	+1/+1	299	8e-69	3	306	6e-71	3
XLOC_006771	SpisGene8510	1133	702	470	297	362	0	+1/+1	702	1133	404	286	317	0	-2/-2	730	4e-145	10	652	2e-140	8
XLOC_006773	SpisGene10995	1691	854	775	599	656	0	+3/+1	854	1691	765	580	629	0	+1/+1	1413	0.0	10	1316	0.0	9
XLOC_006775	SpisGene10993	938	603	502	430	462	0	+2/+1	603	938	520	443	476	0	+1/+2	1037	0.0	2	1029	0.0	1
XLOC_006779	SpisGene10988	923	905	763	595	675	0	+2/+3	905	923	740	582	656	0	+3/+2	1352	0.0	5	1373	0.0	5
XLOC_006780	SpisGene10983	723	328	328	298	307	0	+1/+1	328	723	328	298	307	0	+1/+1	728	0.0	1	752	0.0	1
XLOC_006784	SpisGene10994	988	732	431	369	397	0	+2/+1	732	988	431	369	397	0	+1/+2	898	0.0	4	898	0.0	4
XLOC_006785	SpisGene10992	1336	747	538	430	470	0	+1/+1	747	1336	556	438	483	0	+1/+1	993	0.0	3	998	0.0	3
XLOC_006787	SpisGene10987	1336	793	587	436	487	0	+2/+2	793	1336	576	413	464	0	+3/+1	1041	0.0	18	980	0.0	17
XLOC_006788	SpisGene10984	1238	848	519	430	473	0	+2/+2	848	1238	517	432	474	0	+2/+2	1006	0.0	4	984	0.0	3
XLOC_006789	SpisGene10982	1138	1049	963	849	902	0	+1/+2	1049	1138	963	849	902	0	+2/+1	2081	0.0	4	2081	0.0	4
XLOC_006790	SpisGene10981	1265	1096	1005	887	935	0	+1/+1	1096	1265	1017	821	898	0	+3/+1	2112	0.0	5	1961	0.0	7
XLOC_006805	SpisGene21649	1043	1065	829	753	769	0	+1/+1	1065	1043	831	754	770	0	+1/+1	1734	0.0	2	1736	0.0	2
XLOC_006808	SpisGene17048	2144	794	643	528	567	0	+1/+1	794	2144	631	521	558	0	+1/+1	1243	0.0	8	1226	0.0	8
XLOC_006809	SpisGene17047	746	747	538	447	478	0	+2/+1	747	746	526	438	468	0	+2/+2	1076	0.0	6	1061	0.0	6
XLOC_006810	SpisGene17046	1289	573	524	470	491	0	+1/+1	573	1289	508	455	475	0	+1/+1	1131	0.0	3	1056	0.0	4
XLOC_006813	SpisGene17038	785	595	558	427	484	0	+1/+2	595	785	558	427	484	0	+2/+1	1105	0.0	6	1105	0.0	6
XLOC_006814	SpisGene21648	939	985	591	498	529	0	+3/+1	985	939	608	507	538	0	+3/+2	1131	0.0	4	1163	0.0	5
XLOC_006816	SpisGene17044	594	984	454	303	356	0	+2/+1	984	594	448	301	354	0	+3/+1	729	9e-150	10	729	1e-150	10
XLOC_006818	SpisGene17037	1045	815	804	684	726	0	+2/+3	815	1045	809	688	733	0	+1/+2	1630	0.0	5	1643	0.0	5
XLOC_006819	SpisGene17036	671	473	219	193	205	0	+2/+2	473	671	219	193	205	0	+2/+2	476	1e-121	3	476	9e-122	3
XLOC_006828	SpisGene17035	499	514	296	267	271	0	+2/+2	514	499	263	258	259	0	+3/+3	595	1e-163	2	588	3e-161	2
XLOC_006836	SpisGene17783	1102	187	170	139	149	0	+3/+1	187	1102	170	139	149	0	+1/+3	369	2e-101	1	369	2e-102	1
XLOC_006839	SpisGene14895	600	777	380	291	328	0	+2/+2	777	600	408	303	342	0	+2/+1	725	8e-151	10	736	8e-154	10
XLOC_006840	SpisGene14896	1608	1604	591	559	575	0	+2/+2	1604	1608	591	559	575	0	+2/+2	1347	0.0	2	1346	0.0	2
XLOC_006843	SpisGene14898	940	581	487	398	437	0	+1/+1	581	940	487	397	433	0	+3/+3	1042	0.0	4	1039	0.0	4
XLOC_006844	SpisGene14899	674	174	70	60	65	0	+1/+2	174	674	70	60	65	0	+2/+1	156	2e-37	1	156	4e-38	1
XLOC_006845	SpisGene14900	1536	95	74	51	60	0	+1/+2	95	1536	81	54	62	0	+1/+3	129	3e-13	4	130	7e-15	4
XLOC_006846	SpisGene14903	736	414	373	286	318	0	+2/+1	414	736	374	286	320	0	+2/+3	713	0.0	3	649	1e-173	3
XLOC_006847	SpisGene14897	590	488	117	99	107	0	-1/+3	488	590	117	99	107	0	+3/-1	277	8e-60	3	277	7e-60	3
XLOC_006861	SpisGene14907	616	420	334	293	314	0	+3/+1	420	616	342	292	315	0	+2/+1	715	0.0	3	709	0.0	3
XLOC_006862	SpisGene14909	587	634	434	369	394	0	+3/+3	634	587	452	373	396	0	+3/+3	898	0.0	7	897	0.0	7
XLOC_006873	SpisGene18397	1179	993	759	535	588	0	-2/-1	993	1179	745	610	660	0	+2/+3	1232	0.0	8	1446	0.0	9
XLOC_006874	SpisGene18398	333	112	63	59	60	0	+1/+1	112	333	62	57	58	0	+3/+3	141	7e-27	2	139	8e-27	2
XLOC_006877	SpisGene13237	1159	318	317	304	314	0	+2/+1	318	1159	317	304	314	0	+1/+2	778	0.0	2	778	0.0	2
XLOC_006879	SpisGene13239	1689	1385	460	419	444	0	+2/+2	1385	1689	539	450	477	0	+1/+1	909	0.0	5	981	0.0	6
XLOC_006882	SpisGene13246	341	401	257	169	197	0	+2/+1	401	341	257	170	197	0	+1/+2	443	1e-106	4	440	5e-111	3
XLOC_006883	SpisGene13252	980	457	419	357	386	0	+3/+1	457	980	419	357	386	0	+1/+3	895	0.0	3	895	0.0	3
XLOC_006884	SpisGene13254	747	1064	691	533	571	0	-3/-1	1064	747	692	613	655	0	+3/+3	1245	0.0	6	1448	0.0	5
XLOC_006885	SpisGene13255	1109	1356	731	665	678	0	+2/+1	1356	1109	747	687	700	0	+2/+3	1567	0.0	3	1583	0.0	2
XLOC_006887	SpisGene13238	908	644	564	455	498	0	+1/+2	644	908	575	467	509	0	+2/+1	1153	0.0	4	1162	0.0	4
XLOC_006888	SpisGene13243	392	295	220	166	185	0	+1/+2	295	392	245	185	205	0	+2/+1	445	3e-99	5	488	9e-107	6
XLOC_006889	SpisGene13248	110	237	109	76	84	0	-1/+1	237	110	101	70	75	0	-1/+3	156	5e-32	2	145	8e-35	1
XLOC_006890	SpisGene13249	739	674	667	570	609	0	+1/+1	674	739	669	572	609	0	+3/+3	1400	0.0	3	1413	0.0	4
XLOC_006891	SpisGene13251	736	557	538	496	512	0	+1/+1	557	736	555	503	517	0	-2/-1	1143	0.0	2	1090	0.0	1
XLOC_006892	SpisGene13253	934	421	388	316	340	0	+1/+3	421	934	346	262	276	0	-2/-3	752	0.0	2	563	1e-170	2
XLOC_006893	SpisGene13256	366	210	178	152	157	0	+2/+1	210	366	181	153	158	0	+1/+2	397	2e-110	1	399	4e-111	1
XLOC_006902	SpisGene8607	796	656	522	441	462	0	+2/+1	656	796	504	429	447	0	+1/+2	999	0.0	6	1011	0.0	7
XLOC_006904	SpisGene8605	1660	1023	921	683	756	0	+3/+1	1023	1660	894	678	739	0	+1/+3	1506	0.0	11	1471	0.0	11
XLOC_006905	SpisGene8606	305	316	186	170	182	0	+3/+1	316	305	186	170	182	0	+1/+3	426	4e-119	1	426	5e-119	1
XLOC_006909	SpisGene17368	422	1354	422	399	407	0	+1/+1	1354	422	422	399	407	0	+1/+1	1090	0.0	1	1090	0.0	1
XLOC_006910	SpisGene17370	2071	1334	1272	1052	1135	0	+2/+2	1334	2071	1264	1063	1146	0	+2/+2	2522	0.0	8	2576	0.0	8
XLOC_006912	SpisGene12192	304	306	245	174	195	0	+1/+2	306	304	227	180	192	0	+3/+2	398	1e-91	4	389	2e-83	5
XLOC_006913	SpisGene12191	1048	653	462	336	386	0	+3/+3	653	1048	461	339	387	0	+3/+3	825	8e-157	14	849	3e-164	14
XLOC_006914	SpisGene12189	2643	1542	1519	1297	1396	0	+1/+2	1542	2643	1519	1297	1396	0	+2/+1	3027	0.0	6	3014	0.0	6
XLOC_006917	SpisGene15954	1144	804	473	361	408	0	+1/+1	804	1144	559	426	479	0	+1/+1	873	0.0	5	1014	0.0	6
XLOC_006918	SpisGene15953	748	1178	704	566	595	0	-1/-3	1178	748	695	560	592	0	+2/+3	1309	0.0	1	1234	0.0	1
XLOC_006922	SpisGene12307	904	734	227	201	215	0	+3/+2	734	904	227	201	215	0	+2/+3	488	7e-131	2	460	7e-123	2
XLOC_006923	SpisGene12310	2456	782	632	515	556	0	+2/+3	782	2456	663	561	594	0	+3/+2	1160	0.0	6	1290	0.0	8
XLOC_006927	SpisGene12303	1090	1829	926	783	813	0	-1/-1	1829	1090	916	705	743	0	-1/-1	1703	0.0	6	1614	0.0	6
XLOC_006928	SpisGene12305	930	580	560	432	477	0	+1/+3	580	930	533	426	464	0	+1/+2	988	0.0	5	959	0.0	6
XLOC_006929	SpisGene12309	777	213	183	144	158	0	+2/+2	213	777	163	137	150	0	+2/+2	373	3e-85	4	370	8e-85	4
XLOC_006931	SpisGene12312	1804	867	564	454	484	0	-2/+1	867	1804	556	442	478	0	+1/-2	1080	0.0	5	1033	0.0	5
XLOC_006932	SpisGene17194	1479	771	247	157	181	0	+3/+1	771	1479	215	143	161	0	+1/+3	373	8e-61	7	344	6e-56	7
XLOC_006944	SpisGene12186	901	332	276	255	267	0	+2/+2	332	901	276	255	267	0	+2/+2	591	1e-161	2	591	4e-162	2
