QUERY	SUBJECT	QUERY_LEN(1)	SUBJECT_LEN(1)	ALN_LEN(1)	IDENTITIES(1)	POSITIVES(1)	GAPS(1)	FRAME(1)	QUERY_LEN(2)	SUBJECT_LEN(2)	ALN_LEN(2)	IDENTITIES(2)	POSITIVES(2)	GAPS(2)	FRAME(2)	SCORE(1)	E-VALUE(1)	FRAGMENTS(1)	SCORE(2)	E-VALUE(2)	FRAGMENTS(2)
SpisGene14318	g38319	719	287	286	239	262	0	+1/+1	287	719	286	239	262	0	+1/+1	615	5e-169	2	615	1e-169	2
SpisGene14319	g38318	713	717	644	510	568	0	+2/+1	717	713	644	510	568	0	+1/+2	1229	0.0	3	1254	0.0	3
SpisGene1432	g55775	514	323	248	130	174	0	+2/+1	323	514	248	130	174	0	+1/+2	286	8e-77	1	300	4e-81	1
SpisGene14321	adi2mcaRNA20238_R0	387	264	264	211	235	0	+1/+1	264	387	264	211	235	0	+1/+1	480	3e-135	1	541	6e-154	1
SpisGene14322	g38308	945	284	174	97	123	0	+1/+1	284	945	184	101	128	0	+1/+1	238	6e-45	4	248	2e-48	4
SpisGene14323	g38307	299	191	141	72	97	0	+1/+1	191	299	154	81	107	0	+1/+1	171	3e-36	2	186	4e-41	2
SpisGene14324	g38306	364	260	149	53	82	0	+1/+1	260	364	149	53	82	0	+1/+1	122	1e-21	2	122	8e-22	2
SpisGene14325	g38300	270	280	212	136	160	0	+1/+1	280	270	212	136	160	0	+1/+1	342	7e-101	1	306	3e-90	1
SpisGene14326	adi2mcaRNA33626_R3	456	458	403	348	375	0	+1/+1	458	456	451	359	393	0	+1/+1	794	0.0	2	808	0.0	1
SpisGene14327	g68224	406	424	398	310	346	0	+1/+1	424	406	389	304	339	0	+1/+1	789	0.0	3	758	0.0	3
SpisGene14336	g6786	1846	1715	750	506	592	0	+1/+1	1715	1846	728	501	584	0	+1/+1	1175	0.0	11	1222	0.0	10
SpisGene14337	g6785	152	171	142	125	134	0	+1/+1	171	152	142	125	134	0	+1/+1	301	6e-82	1	304	7e-83	1
SpisGene14338	g54968	994	579	415	389	404	0	+1/+1	579	994	434	383	406	0	+3/+3	950	0.0	8	944	0.0	7
SpisGene14339	g54967	510	517	482	389	437	0	+1/+1	517	510	482	389	437	0	+1/+1	1007	0.0	1	1007	0.0	1
SpisGene14340	g54966	433	539	321	270	289	0	+1/+1	539	433	338	284	304	0	+1/+1	590	1e-160	2	633	3e-173	2
SpisGene14341	g54965	910	741	691	554	621	0	+1/+1	741	910	729	578	653	0	+1/+1	1379	0.0	6	1443	0.0	4
SpisGene14345	g33253	693	489	487	300	374	0	+3/+1	489	693	487	300	374	0	+1/+3	753	0.0	3	726	0.0	3
SpisGene14346	g15513	706	754	690	559	613	0	+1/+1	754	706	706	574	628	0	+1/+1	1422	0.0	6	1422	0.0	5
SpisGene14351	g15512	1460	1353	796	493	606	0	+2/+1	1353	1460	823	541	661	0	+1/+2	1136	0.0	12	1194	0.0	12
SpisGene14352	g61030	1252	1007	927	720	815	0	+1/+1	1007	1252	930	710	802	0	+3/+3	1722	0.0	5	1726	0.0	6
SpisGene14353	g61031	1479	1119	1080	765	876	0	+2/+1	1119	1479	1025	725	828	0	+1/+2	1573	0.0	12	1383	0.0	12
SpisGene14354	g61038	1418	1507	1130	907	1015	0	+3/+2	1507	1418	1158	925	1037	0	+2/+3	2213	0.0	10	2248	0.0	9
SpisGene14356	g59640	1560	1317	840	611	709	0	+3/+1	1317	1560	835	595	695	0	+1/+3	1517	0.0	8	1443	0.0	7
SpisGene14357	g6412	660	234	234	191	214	0	+1/+1	234	660	234	191	214	0	+1/+1	476	8e-134	1	476	2e-134	1
SpisGene14359	g46478	1161	712	288	161	207	0	+1/+1	712	1161	301	169	217	0	+1/+1	398	2e-81	5	396	4e-81	5
SpisGene1436	g28865	511	225	220	167	185	0	+1/+1	225	511	220	167	185	0	+1/+1	363	5e-100	1	369	5e-102	1
SpisGene14360	g46481	1261	774	756	631	695	0	+2/+1	774	1261	773	645	711	0	+1/+2	1561	0.0	2	1588	0.0	1
SpisGene14361	g46482	836	361	361	322	343	0	+1/+1	361	836	347	309	329	0	+1/+1	782	0.0	1	755	0.0	1
SpisGene14363	g46485	170	127	69	39	51	0	+3/+1	127	170	62	38	47	0	+1/+3	113	3e-19	2	112	3e-19	2
SpisGene14366	g16279	542	754	405	254	314	0	+1/+1	754	542	417	255	318	0	+1/+1	613	9e-141	6	622	2e-143	6
SpisGene14367	g68550	605	527	458	313	375	0	+1/+1	527	605	478	287	349	0	+1/+1	755	0.0	6	670	4e-175	5
SpisGene14368	g46496	821	761	554	346	432	0	+1/+1	761	821	550	340	424	0	+1/+1	846	0.0	8	786	0.0	7
SpisGene1437	g28869	586	414	351	201	269	0	+1/+1	414	586	335	192	256	0	+1/+1	515	3e-127	4	497	1e-116	5
SpisGene14370	g60960	740	335	317	227	272	0	+1/+1	335	740	269	179	219	0	+1/+1	509	5e-137	2	432	5e-121	1
SpisGene14373	g54896	1036	1361	859	746	812	0	+1/+1	1361	1036	863	751	816	0	+1/+1	1796	0.0	5	1828	0.0	5
SpisGene14375	adi2mcaRNA1712_R1	2556	2345	1535	1022	1236	0	+1/+1	2345	2556	1568	1040	1263	0	+1/+1	2501	0.0	10	2542	0.0	9
SpisGene14376	adi2mcaRNA1711_R0	993	783	671	463	544	0	+3/+3	783	993	652	470	548	0	+3/+3	1083	0.0	9	1128	0.0	9
SpisGene14377	g7384	514	464	434	346	396	0	+3/+1	464	514	434	346	396	0	+1/+3	842	0.0	2	842	0.0	2
SpisGene14378	g46488	591	255	177	96	133	0	+1/+1	255	591	210	101	145	0	+1/+1	242	2e-67	1	244	1e-64	1
SpisGene1438	g28870	1309	686	428	246	308	0	+2/+1	686	1309	480	266	333	0	+1/+2	597	4e-110	10	613	3e-115	10
SpisGene14383	adi2mcaRNA3377_R0	604	409	325	256	295	0	+1/+1	409	604	325	256	295	0	+1/+1	608	5e-159	3	608	2e-159	3
SpisGene14385	adi2mcaRNA17284_R0	588	367	316	241	275	0	+1/+1	367	588	316	241	275	0	+1/+1	596	2e-157	3	596	1e-157	3
SpisGene14386	adi2mcaRNA13039_R0	614	125	78	54	62	0	+3/+1	125	614	106	62	79	0	+1/+3	132	4e-30	1	148	7e-36	1
SpisGene14388	g66460	926	80	78	74	77	0	+3/+1	80	926	78	74	77	0	+1/+3	193	2e-48	1	193	7e-50	1
SpisGene14389	g59871	2077	1293	704	399	511	0	+1/+1	1293	2077	779	411	539	0	+1/+1	916	0.0	12	947	4e-179	15
SpisGene14390	g59875	229	244	206	124	156	0	+1/+1	244	229	224	135	170	0	+2/+2	270	6e-66	2	328	8e-78	3
SpisGene14391	adi2mcaRNA13043_R0	708	584	393	312	352	0	+1/+1	584	708	388	302	345	0	+1/+1	723	4e-178	6	742	1e-178	7
SpisGene14392	g21884	1315	718	592	347	446	0	+1/+1	718	1315	592	347	446	0	+1/+1	996	0.0	10	996	0.0	10
SpisGene14394	g60066	439	466	312	179	240	0	+1/+1	466	439	342	184	255	0	+1/+1	457	1e-107	4	465	6e-119	3
SpisGene14395	adi2mcaRNA3362_R0	2235	1770	628	290	410	0	+1/+1	1770	2235	679	317	444	0	+3/+3	670	3e-119	11	679	2e-122	11
SpisGene14396	g12772	540	552	369	224	271	0	+1/+1	552	540	379	232	280	0	+2/+2	516	7e-125	4	538	2e-125	5
SpisGene14397	g45954	618	269	187	138	154	0	+2/+2	269	618	193	137	155	0	+1/+1	321	5e-75	3	322	4e-76	3
SpisGene14399	g12774	606	256	248	194	220	0	+3/+1	256	606	248	194	220	0	+1/+3	461	4e-129	1	461	1e-129	1
SpisGene1440	g28880	1207	1061	686	479	574	0	+1/+1	1061	1207	667	464	555	0	+1/+1	1146	0.0	8	1084	0.0	7
SpisGene14400	g12775	232	168	95	81	89	0	+2/+1	168	232	95	81	89	0	+1/+2	213	5e-55	1	213	3e-55	1
SpisGene14400	g55118	232	140	95	81	89	0	+2/+1	140	232	95	81	89	0	+1/+2	213	5e-55	1	213	2e-55	1
SpisGene14401	g15825	660	663	547	395	460	0	+1/+1	663	660	563	398	468	0	+1/+1	1035	0.0	3	1016	0.0	2
SpisGene14402	g15826	214	130	80	65	77	0	+1/+1	130	214	130	80	94	0	+1/+1	164	3e-34	2	180	4e-34	3
SpisGene14402	g16868	214	130	80	65	77	0	+1/+1	130	214	130	81	94	0	+1/+1	164	3e-34	2	182	9e-35	3
SpisGene14403	g16869	292	201	201	156	177	0	+2/+3	201	292	201	170	189	0	+1/+3	379	2e-98	2	382	3e-106	1
SpisGene14405	g70668	915	304	272	227	250	0	+1/+1	304	915	289	237	265	0	+1/+1	586	2e-145	4	610	4e-153	4
SpisGene14406	g70667	399	646	283	126	177	0	+1/+1	646	399	222	110	144	0	+1/+1	310	6e-58	5	272	2e-52	4
SpisGene14407	g70669	639	361	333	246	282	0	+1/+1	361	639	356	260	302	0	+1/+1	604	1e-159	3	612	2e-168	2
SpisGene14409	g13467	613	411	291	164	203	0	+3/+1	411	613	320	176	218	0	+1/+3	420	6e-94	5	451	2e-103	5
SpisGene1441	g28879	366	254	239	149	179	0	+1/+1	254	366	217	141	168	0	+1/+1	358	1e-86	3	337	2e-80	3
SpisGene14411	adi2mcaRNA21111_R0	395	541	329	258	290	0	+1/+1	541	395	332	261	293	0	+1/+1	656	5e-170	4	630	4e-162	4
SpisGene14413	g41341	1147	579	513	329	392	0	+2/+3	579	1147	493	316	378	0	+3/+2	834	0.0	5	800	0.0	5
SpisGene14415	g41342	459	418	340	245	286	0	+1/+1	418	459	351	253	297	0	+1/+1	595	2e-158	3	617	4e-162	3
SpisGene14416	g41304	1198	479	430	387	414	0	+1/+1	479	1198	446	402	429	0	+1/+1	906	0.0	2	937	0.0	1
SpisGene14417	g61632	961	958	443	297	346	0	+1/+1	958	961	431	299	348	0	+1/+1	778	0.0	7	752	7e-174	7
SpisGene14418	g61631	838	295	202	124	161	0	+2/+1	295	838	209	127	166	0	+1/+2	323	9e-80	2	326	9e-87	2
SpisGene14419	g61630	440	339	177	67	112	0	+3/+1	339	440	154	60	101	0	+1/+3	181	8e-32	3	162	3e-32	2
SpisGene1442	g37097	917	925	760	461	574	0	+1/+1	925	917	774	466	582	0	+1/+1	1119	0.0	10	1131	0.0	10
SpisGene14420	adi2mcaRNA19714_R0	707	593	165	103	128	0	+3/+3	593	707	219	127	156	0	+1/+1	308	1e-68	3	340	3e-78	3
SpisGene14421	adi2mcaRNA19715_R0	5159	3491	2754	2065	2335	0	+1/+1	3491	5159	2835	2123	2401	0	+1/+1	5430	0.0	19	5541	0.0	24
SpisGene14422	adi2mcaRNA19717_R0	1418	920	820	606	697	0	+2/+1	920	1418	844	613	712	0	+1/+2	1502	0.0	8	1560	0.0	8
SpisGene14425	g44452	401	244	53	26	42	0	+1/+1	244	401	104	45	75	0	+1/+2	73	2e-12	1	122	3e-15	3
SpisGene1443	g37096	124	127	100	81	91	0	+1/+1	127	124	100	81	91	0	+1/+1	186	2e-47	1	185	3e-47	1
SpisGene14435	g68986	6686	3388	2646	1670	2070	0	+3/+3	3388	6686	2725	1702	2124	0	+3/+3	4146	0.0	22	4205	0.0	23
SpisGene1444	g37095	422	316	264	206	234	0	+1/+1	316	422	262	205	232	0	+1/+1	513	4e-131	3	531	1e-136	3
SpisGene14440	g37345	326	260	135	56	87	0	+3/+3	260	326	94	42	64	0	+1/+1	152	9e-30	2	119	6e-27	1
SpisGene14443	g37348	364	322	237	169	208	0	+1/+1	322	364	289	196	241	0	+1/+1	409	9e-102	3	463	2e-112	4
SpisGene1445	adi2mcaRNA27552_R0	954	608	412	279	329	0	+1/+1	608	954	433	292	334	0	+1/+1	718	8e-165	7	730	1e-169	8
SpisGene14453	g37349	537	342	330	206	256	0	+1/+1	342	537	309	191	238	0	+1/+1	444	8e-118	2	443	8e-112	3
SpisGene14457	g70151	1012	897	677	505	580	0	+2/+1	897	1012	677	505	580	0	+1/+2	1323	0.0	5	1323	0.0	5
SpisGene14458	g70153	706	766	612	420	482	0	+3/+3	766	706	608	416	478	0	+3/+3	1010	0.0	7	1011	0.0	7
SpisGene14459	g60674	180	187	66	36	47	0	+1/+1	187	180	66	36	47	0	+1/+1	83	8e-16	1	82	1e-15	1
SpisGene14459	g70154	180	187	66	36	47	0	+1/+1	187	180	66	36	47	0	+1/+1	83	8e-16	1	82	1e-15	1
SpisGene1446	g37099	104	103	102	87	95	0	+1/+1	103	104	102	87	95	0	+1/+1	191	5e-49	1	191	4e-49	1
SpisGene14460	g60673	1053	1002	511	262	350	0	+1/+1	1002	1053	523	265	358	0	+1/+1	679	2e-133	10	687	5e-136	10
SpisGene14461	g70157	1179	857	746	567	640	0	+1/+1	857	1179	782	544	630	0	+1/+1	1352	0.0	5	1243	0.0	5
SpisGene14462	g12281	486	397	373	306	340	0	+3/+2	397	486	403	328	370	0	+1/+2	739	0.0	3	734	0.0	3
SpisGene14464	g12264	279	78	77	54	61	0	+1/+1	78	279	77	54	61	0	+1/+1	122	1e-27	1	122	2e-28	1
SpisGene14464	g14819	279	78	77	54	62	0	+1/+1	78	279	77	54	62	0	+1/+1	122	1e-27	1	122	1e-28	1
SpisGene14465	g12263	223	207	182	129	148	0	+1/+3	207	223	201	146	166	0	+3/+1	323	4e-82	2	320	2e-87	1
SpisGene14466	adi2mcaRNA23564_R8	354	314	231	176	198	0	+3/+1	314	354	234	178	200	0	+1/+3	421	3e-111	2	457	5e-122	2
SpisGene14469	g25115	1482	1575	1286	909	1063	0	+1/+1	1575	1482	1244	918	1082	0	+1/+1	2048	0.0	14	2048	0.0	13
SpisGene1447	g37100	725	921	436	369	409	0	+2/+1	921	725	436	369	409	0	+1/+2	935	0.0	1	965	0.0	1
SpisGene14471	g25116	305	450	294	281	292	0	+1/+1	450	305	294	281	292	0	+1/+1	703	0.0	1	703	0.0	1
SpisGene14472	g25118	183	184	162	121	139	0	+2/+2	184	183	162	121	139	0	+2/+2	289	8e-72	2	289	6e-72	2
SpisGene14473	g25119	685	415	389	257	319	0	+1/+1	415	685	389	257	319	0	+1/+1	643	1e-177	2	643	5e-178	2
SpisGene14474	g25120	931	836	819	689	747	0	+3/+1	836	931	787	661	717	0	+1/+3	1536	0.0	4	1619	0.0	6
SpisGene14475	g25123	440	206	205	111	139	0	+2/+1	206	440	205	111	139	0	+1/+2	220	7e-57	1	250	2e-66	1
SpisGene14476	adi2mcaRNA28487_R0	994	788	462	326	390	0	+1/+1	788	994	472	330	396	0	+1/+1	785	0.0	5	788	0.0	5
SpisGene14477	g9284	668	324	317	207	253	0	+1/+1	324	668	311	198	245	0	+1/+1	503	2e-129	3	489	2e-131	2
SpisGene14478	g25138	277	273	269	214	247	0	+1/+1	273	277	269	214	247	0	+1/+1	547	1e-155	1	547	1e-155	1
SpisGene14479	g25139	302	341	239	190	217	0	+1/+1	341	302	254	185	217	0	+2/+2	438	5e-119	2	410	6e-108	2
SpisGene1448	g37101	510	353	295	218	249	0	+1/+1	353	510	273	203	235	0	+3/+3	540	1e-129	5	503	1e-115	6
SpisGene14487	g22777	247	189	103	52	74	0	+1/+1	189	247	109	56	79	0	+1/+1	135	1e-15	4	145	1e-18	4
SpisGene14488	adi2mcaRNA4856_R0	812	582	362	153	211	0	+1/+1	582	812	328	145	200	0	+1/+1	382	1e-71	6	380	2e-71	6
SpisGene14489	adi2mcaRNA4856_R1	1176	507	324	149	202	0	+1/+1	507	1176	324	149	202	0	+1/+1	360	1e-64	6	385	1e-72	6
SpisGene14499	g32494	1115	750	619	283	398	0	+1/+1	750	1115	619	283	398	0	+1/+1	722	8e-167	8	722	4e-167	8
SpisGene14501	g32499	462	349	312	177	222	0	+1/+1	349	462	312	177	222	0	+1/+1	446	1e-118	2	446	8e-119	2
SpisGene14502	g20225	674	509	418	351	389	0	+1/+1	509	674	418	351	389	0	+1/+1	914	0.0	3	914	0.0	3
SpisGene14503	g12474	403	402	368	270	312	0	+1/+1	402	403	355	264	305	0	+1/+1	598	4e-164	2	617	6e-170	2
SpisGene14504	g32454	959	1430	717	581	643	0	+2/+2	1430	959	741	466	564	0	+1/+1	1439	0.0	5	1132	0.0	4
SpisGene14505	g32451	2122	1900	1341	948	1101	0	+1/+1	1900	2122	1427	964	1146	0	+1/+1	2254	0.0	15	2308	0.0	18
SpisGene14507	g32447	743	706	484	411	458	0	+2/+1	706	743	489	419	465	0	+1/+2	1010	0.0	2	1016	0.0	1
SpisGene14508	g32446	512	339	277	161	207	0	+1/+1	339	512	277	161	207	0	+1/+1	381	7e-99	2	381	3e-99	2
SpisGene14509	g32444	407	163	153	118	131	0	+1/+1	163	407	156	121	134	0	+1/+1	295	2e-73	2	302	4e-76	2
SpisGene14512	g18033	421	356	356	323	341	0	+1/+1	356	421	356	323	341	0	+1/+1	785	0.0	1	785	0.0	1
SpisGene14513	g16428	138	251	121	70	91	0	+1/+1	251	138	121	70	91	0	+1/+1	197	2e-44	2	197	3e-44	2
SpisGene14513	g69993	138	251	121	70	91	0	+1/+1	251	138	121	70	91	0	+1/+1	197	2e-44	2	197	3e-44	2
SpisGene14517	g30571	600	369	357	331	339	0	+1/+3	369	600	357	331	339	0	+3/+1	788	0.0	2	766	0.0	2
SpisGene14519	g9092	1799	447	444	415	424	0	+3/+3	447	1799	444	415	424	0	+3/+3	954	0.0	2	971	0.0	2
SpisGene1452	g32314	2532	2501	2105	1072	1493	0	+3/+3	2501	2532	2138	1086	1514	0	+3/+3	2348	0.0	14	2300	0.0	13
SpisGene14526	adi2mcaRNA23796_R0	2752	1720	1067	549	752	0	+1/+1	1720	2752	1135	576	796	0	+1/+1	1418	0.0	17	1490	0.0	17
SpisGene1453	g32315	1354	1179	1106	778	916	0	+1/+1	1179	1354	1106	778	916	0	+1/+1	2006	0.0	5	2037	0.0	5
SpisGene14536	g34553	383	278	172	83	115	0	+1/+1	278	383	166	80	110	0	+1/+1	226	6e-40	4	219	3e-38	4
SpisGene14537	g34555	1975	1125	771	544	647	0	+1/+1	1125	1975	780	548	654	0	+1/+1	1333	0.0	6	1358	0.0	6
SpisGene1454	g32316	275	218	199	108	133	0	+1/+1	218	275	204	123	148	0	+1/+1	234	3e-61	1	283	6e-70	2
SpisGene14541	g34557	377	394	214	173	191	0	+1/+1	394	377	233	178	197	0	+1/+1	394	9e-99	3	400	8e-101	3
SpisGene14542	g69567	292	200	204	126	163	0	+1/+1	200	292	204	126	163	0	+1/+1	329	1e-77	3	329	5e-78	3
SpisGene14544	g34628	324	148	146	111	128	0	+3/+1	148	324	146	111	128	0	+1/+3	309	8e-84	1	309	2e-84	1
SpisGene14546	g1941	1218	435	336	217	260	0	+2/+2	435	1218	325	213	255	0	+2/+2	492	5e-120	4	477	3e-116	4
SpisGene14547	g69571	1398	813	654	461	549	0	+1/+1	813	1398	669	471	560	0	+1/+1	1139	0.0	7	1119	0.0	6
SpisGene14548	g69572	825	215	194	161	165	0	+3/+2	215	825	203	170	174	0	+2/+3	414	2e-102	3	434	1e-109	3
SpisGene14549	g69573	820	469	349	283	316	0	+3/+1	469	820	378	279	317	0	+3/+2	711	0.0	5	677	4e-165	6
SpisGene1455	g32317	1214	1019	998	774	885	0	+3/+2	1019	1214	980	766	874	0	+2/+3	1845	0.0	7	1841	0.0	8
SpisGene14551	g69574	651	449	426	311	371	0	+2/+1	449	651	428	312	372	0	+1/+2	805	0.0	2	805	0.0	2
SpisGene14552	g69575	1205	833	497	315	386	0	+1/+1	833	1205	581	341	425	0	+3/+3	688	4e-131	11	756	1e-145	12
SpisGene14559	adi2mcaRNA20192_R0	757	1360	671	387	515	0	+1/+1	1360	757	659	386	511	0	+1/+1	922	0.0	6	945	0.0	6
SpisGene1456	g32320	401	173	162	96	125	0	+3/+3	173	401	162	96	125	0	+3/+3	250	3e-54	3	250	8e-55	3
SpisGene14560	g15447	515	223	186	119	151	0	+1/+1	223	515	186	119	151	0	+1/+1	291	1e-71	2	291	3e-72	2
SpisGene14567	g5980	1364	255	216	164	184	0	+3/+1	255	1364	204	155	174	0	+1/+1	396	4e-86	5	376	2e-81	5
SpisGene1457	g32321	271	178	160	117	142	0	+2/+1	178	271	160	117	142	0	+1/+2	301	2e-81	1	301	9e-82	1
SpisGene14571	adi2mcaRNA447_R2	712	477	356	261	308	0	+1/+1	477	712	338	249	292	0	+1/+1	650	5e-158	5	628	1e-145	6
SpisGene14571	adi2mcaRNA447_R3	712	477	356	261	308	0	+1/+1	477	712	338	249	292	0	+1/+1	650	5e-158	5	628	1e-145	6
SpisGene14573	g24071	235	399	238	163	193	0	+1/+1	399	235	231	152	173	0	+1/+1	403	7e-93	4	344	4e-75	4
SpisGene14576	g67788	466	168	166	120	144	0	+1/+1	168	466	166	120	144	0	+1/+1	300	7e-81	1	300	2e-81	1
SpisGene14577	g67789	403	426	197	157	178	0	+1/+1	426	403	261	200	232	0	+3/+3	366	9e-87	3	402	1e-97	3
SpisGene14578	g67790	719	334	325	250	282	0	+1/+1	334	719	325	250	282	0	+1/+1	604	8e-166	2	604	3e-166	2
SpisGene1458	g32322	4412	4481	4233	3974	4116	0	+2/+2	4481	4412	4239	3947	4099	0	+3/+3	9412	0.0	9	9385	0.0	8
SpisGene14580	g12194	1135	905	860	712	785	0	+1/+1	905	1135	807	542	646	0	+2/+2	1608	0.0	3	1194	0.0	4
SpisGene14582	g67780	653	322	294	278	290	0	+1/+1	322	653	294	278	290	0	+1/+1	713	0.0	2	713	0.0	2
SpisGene14583	g17018	736	351	314	198	243	0	+3/+3	351	736	316	207	251	0	+1/+1	497	8e-128	3	508	2e-137	2
SpisGene14584	g60693	289	449	185	115	145	0	+1/+1	449	289	181	114	143	0	+1/+1	280	3e-75	1	278	2e-74	1
SpisGene14586	g60694	653	302	150	83	103	0	+1/+1	302	653	159	90	111	0	+1/+1	192	1e-31	4	208	9e-37	4
SpisGene1459	adi2mcaRNA1343_R0	271	265	191	150	172	0	+1/+1	265	271	216	141	166	0	+1/+1	310	8e-62	5	308	1e-66	4
SpisGene14591	adi2mcaRNA22934_R9	174	205	105	76	91	0	+1/+1	205	174	105	76	91	0	+1/+1	181	2e-45	1	181	2e-45	1
SpisGene14598	g26805	1336	439	437	393	413	0	+2/+3	439	1336	437	393	413	0	+3/+2	951	0.0	3	925	0.0	3
SpisGene14599	g69034	412	283	254	213	237	0	+1/+1	283	412	254	213	237	0	+1/+1	498	1e-140	1	498	7e-141	1
SpisGene14599	g7437	412	283	254	213	237	0	+1/+1	283	412	254	213	237	0	+1/+1	498	1e-140	1	498	7e-141	1
SpisGene146	g53425	542	283	259	207	224	0	+1/+1	283	542	259	207	224	0	+1/+1	492	1e-138	1	492	5e-139	1
SpisGene1460	g32325	197	197	197	183	191	0	+1/+1	197	197	197	183	191	0	+1/+1	447	1e-125	1	447	8e-126	1
SpisGene14600	g69033	535	593	484	359	427	0	+1/+1	593	535	500	367	440	0	+1/+1	908	0.0	3	892	0.0	2
SpisGene14601	g69032	952	797	769	587	669	0	+1/+1	797	952	769	587	669	0	+1/+1	1468	0.0	4	1468	0.0	4
SpisGene14602	g7441	665	503	414	215	294	0	+2/+1	503	665	414	215	294	0	+1/+2	544	3e-136	4	544	2e-136	4
SpisGene14603	g7442	701	378	303	215	251	0	+2/+1	378	701	291	211	246	0	+1/+2	545	2e-133	4	537	4e-125	5
SpisGene14604	g41453	1673	1827	1450	972	1148	0	+1/+1	1827	1673	1498	980	1164	0	+2/+2	2303	0.0	18	2380	0.0	19
SpisGene14605	g41454	281	182	182	166	176	0	+3/+1	182	281	182	166	176	0	+1/+3	385	1e-106	1	367	1e-101	1
SpisGene14606	g41455	623	358	358	344	354	0	+1/+1	358	623	358	344	354	0	+1/+1	833	0.0	1	833	0.0	1
SpisGene14607	g41458	851	442	399	368	382	0	+2/+1	442	851	410	373	388	0	+1/+2	841	0.0	2	851	0.0	2
SpisGene14609	g41463	1090	1020	977	713	833	0	+2/+1	1020	1090	937	690	802	0	+1/+2	1613	0.0	4	1504	0.0	3
SpisGene1461	g32326	1000	356	331	229	271	0	+1/+1	356	1000	288	196	234	0	+2/+2	587	6e-149	4	528	5e-132	4
SpisGene14610	adi2mcaRNA29587_R0	845	417	364	271	304	0	+1/+1	417	845	364	271	304	0	+1/+1	638	1e-160	4	638	4e-161	4
SpisGene14611	g41478	493	501	488	383	426	0	+1/+1	501	493	470	376	414	0	+1/+1	973	0.0	2	957	0.0	3
SpisGene14612	g41481	440	399	337	246	295	0	+2/+3	399	440	353	255	308	0	+3/+2	605	8e-155	4	623	7e-166	3
SpisGene14613	g19962	225	146	143	96	115	0	+1/+1	146	225	143	96	115	0	+1/+1	231	2e-60	1	231	9e-61	1
SpisGene14613	g41491	225	146	143	96	115	0	+1/+1	146	225	143	96	115	0	+1/+1	231	2e-60	1	231	9e-61	1
SpisGene14614	g19963	395	340	278	229	258	0	+1/+1	340	395	275	227	255	0	+1/+1	562	1e-153	2	556	5e-152	2
SpisGene14615	g19964	1074	786	743	524	622	0	+2/+2	786	1074	772	538	641	0	+1/+1	1267	0.0	6	1284	0.0	4
SpisGene14616	g15352	831	404	383	224	281	0	+2/+2	404	831	357	212	267	0	+1/+1	547	1e-148	2	523	2e-148	1
SpisGene14617	g67197	1283	1210	884	526	665	0	+2/+1	1210	1283	884	526	665	0	+1/+2	1289	0.0	6	1289	0.0	6
SpisGene14618	g15353	179	176	148	118	134	0	+1/+1	176	179	148	123	139	0	+1/+1	287	1e-77	1	308	1e-77	2
SpisGene14618	g41484	179	176	148	118	134	0	+1/+1	176	179	148	122	138	0	+1/+1	287	1e-77	1	304	2e-76	2
SpisGene14619	g15354	503	471	351	295	326	0	+1/+1	471	503	356	298	330	0	+1/+1	695	0.0	2	702	0.0	2
SpisGene14619	g41483	503	614	351	295	326	0	+1/+1	614	503	400	317	355	0	+1/+1	695	0.0	2	739	0.0	3
SpisGene1462	g32329	902	739	590	508	537	0	+2/+1	739	902	639	533	569	0	+1/+2	1194	0.0	7	1192	0.0	7
SpisGene14620	g15356	197	114	120	79	91	0	+3/+3	114	197	104	77	86	0	+3/+3	200	6e-45	2	198	3e-45	2
SpisGene14621	g41494	219	173	153	126	130	0	+3/+1	173	219	173	143	150	0	+1/+3	310	3e-84	1	320	1e-87	1
SpisGene14622	g41495	609	358	285	175	219	0	+1/+3	358	609	286	177	220	0	+3/+1	423	1e-140	2	430	1e-137	3
SpisGene14623	g28749	732	227	218	156	184	0	+1/+1	227	732	218	156	184	0	+1/+1	350	5e-84	3	383	2e-94	3
SpisGene14623	g3634	732	227	218	156	184	0	+1/+1	227	732	218	156	184	0	+1/+1	350	5e-84	3	383	2e-94	3
SpisGene14624	g41497	1810	1529	1244	895	1053	0	+2/+1	1529	1810	1399	960	1149	0	+1/+2	2206	0.0	6	2306	0.0	7
SpisGene14626	g38109	500	505	435	269	331	0	+1/+1	505	500	436	278	341	0	+1/+1	718	0.0	4	737	0.0	5
SpisGene14627	g38106	480	433	320	203	247	0	+1/+1	433	480	320	203	247	0	+1/+1	526	2e-136	3	526	2e-136	3
SpisGene14628	g38104	410	289	212	137	172	0	+1/+1	289	410	238	139	179	0	+1/+1	314	4e-79	2	284	4e-70	2
SpisGene14629	g38103	348	247	157	66	104	0	+2/+1	247	348	227	90	146	0	+1/+2	129	1e-29	1	194	2e-43	2
SpisGene1463	g32331	340	149	144	119	132	0	+3/+1	149	340	144	119	132	0	+1/+3	270	1e-65	2	296	3e-74	2
SpisGene14630	g38102	1174	760	570	466	516	0	+1/+1	760	1174	594	497	549	0	+1/+1	1154	0.0	5	1208	0.0	5
SpisGene14631	g38101	517	514	486	368	423	0	+1/+1	514	517	513	380	441	0	+1/+1	916	0.0	2	939	0.0	2
